user_id,age,gender,location,device,network,clicks,session_duration,feature_version,feedback_score,retention_flag,data_used_mb
752,55,M,Mwanza,Android,TNM,4,269,B,5.0,1,65.1556028874782
753,59,F,Mulanje,Android,Airtel,6,147,A,3.0,1,48.083112585896295
754,61,M,Lilongwe,Android,TNM,3,296,A,5.0,0,78.56468428949383
755,30,M,Balaka,Android,TNM,2,272,B,5.0,1,60.00225659241733
756,39,F,Salima,Android,Airtel,4,278,B,5.0,1,47.81613810998895
757,49,F,Dedza,Android,TNM,6,313,A,2.0,1,44.28916749385552
758,30,F,Dedza,Android,Airtel,2,268,B,3.0,1,12.211371123867742
759,36,F,Chitipa,Android,TNM,4,222,B,5.0,0,31.888417650400285
760,51,F,Blantyre,Android,Airtel,7,437,A,5.0,0,90.4219554077437
761,53,M,Karonga,Android,Airtel,4,263,A,,1,58.57046591494185
762,54,M,Dedza,iOS,TNM,5,266,A,2.0,1,61.59302713496891
763,31,F,Chikhwawa,Android,Airtel,3,251,A,3.0,1,41.64638795419461
764,57,M,Mchinji,iOS,TNM,0,145,A,2.0,0,64.97872227611853
765,58,M,Lilongwe,Android,TNM,3,352,A,2.0,1,20.439954893916315
766,38,F,Mulanje,Android,TNM,4,289,B,3.0,1,43.13191858595331
767,20,M,Nkhotakota,iOS,TNM,5,245,B,4.0,1,70.34115955912675
768,33,M,Mchinji,Android,MTL,4,231,A,5.0,1,27.981952293607794
769,54,F,Nkhotakota,Android,Airtel,5,391,A,3.0,1,77.20238857822805
770,25,F,Balaka,Android,Airtel,7,269,B,3.0,1,50.878010662467766
771,40,F,Balaka,Android,TNM,5,208,A,5.0,1,48.71592410094573
772,63,M,Chikhwawa,Android,TNM,4,200,B,2.0,1,42.90234265332262
773,51,F,Dedza,Android,TNM,3,202,B,4.0,1,44.68298153031293
774,50,M,Balaka,Android,MTL,5,255,B,4.0,0,31.556573651593244
775,56,M,Mwanza,Android,Airtel,10,191,B,4.0,1,32.286636319871675
776,48,M,Nkhotakota,Android,Airtel,7,254,A,5.0,0,60.49169366095229
777,53,F,Nkhotakota,Android,TNM,4,252,A,4.0,0,48.45093985467454
778,32,M,Mzuzu,Android,Airtel,10,341,A,4.0,1,57.613108427205546
779,57,F,Lilongwe,Android,Airtel,4,433,A,3.0,1,42.03345974236744
780,57,F,Dedza,Android,Airtel,8,257,B,2.0,1,34.92060229419182
781,44,F,Ntcheu,Android,TNM,1,308,A,3.0,1,65.12095551961619
782,57,M,Chitipa,Android,TNM,4,352,A,1.0,0,104.90316706016748
783,55,M,Liwonde,Android,Airtel,4,315,B,4.0,1,34.220941077755484
784,47,M,Mulanje,Android,Airtel,4,232,A,4.0,1,44.68289409106283
785,40,M,Liwonde,Android,MTL,3,198,B,4.0,0,27.29549288223115
786,50,M,Balaka,Android,Airtel,4,200,A,2.0,1,82.82300540478954
787,20,M,Chikhwawa,Android,Airtel,4,224,A,5.0,0,33.3365642047651
788,22,M,Kasungu,Android,TNM,9,270,A,4.0,0,43.22063898353328
789,50,M,Kasungu,Android,TNM,5,287,A,3.0,1,0.010349434472956887
790,24,M,Lilongwe,Android,Airtel,3,496,B,4.0,1,29.14605181633428
791,34,F,Rumphi,Android,Airtel,8,282,A,4.0,0,46.02661732354194
792,56,F,Ntcheu,Android,TNM,4,284,B,,1,51.05922179829224
793,41,F,Zomba,Android,Airtel,5,273,A,2.0,1,73.25296117372386
794,39,M,Ntcheu,Android,Airtel,5,194,B,3.0,1,68.21814070067498
795,41,M,Chitipa,Android,Airtel,7,250,B,5.0,1,47.74037753786779
796,53,F,Mchinji,Android,MTL,5,213,A,2.0,1,42.73491190979542
797,60,F,Zomba,Android,TNM,5,255,B,3.0,1,28.195245817392113
798,35,F,Mulanje,Android,TNM,4,225,A,2.0,0,19.405310436756725
799,19,M,Kasungu,Android,TNM,7,270,A,5.0,1,38.21679224022116
800,42,M,Liwonde,Android,Airtel,4,209,B,,1,60.50618628379927
801,40,M,Ntcheu,Android,Airtel,3,260,A,1.0,1,68.43903114509952
802,41,F,Blantyre,Android,MTL,10,399,B,5.0,0,28.199389019064213
803,44,M,Rumphi,Android,Airtel,2,346,A,4.0,1,56.50890376552934
804,43,M,Nsanje,Android,TNM,5,276,B,3.0,1,53.68048289534726
805,55,F,Thyolo,Android,Airtel,5,260,A,3.0,0,52.597970751925146
806,53,F,Balaka,Android,TNM,0,136,A,2.0,1,27.406650813789263
807,59,M,Zomba,Android,MTL,2,274,B,,1,73.19941333282962
808,22,M,Karonga,Android,TNM,6,262,B,4.0,1,63.51328906513953
809,61,F,Mzuzu,Android,TNM,2,389,A,1.0,1,96.2946460908184
810,29,M,Mwanza,Android,Airtel,2,314,A,4.0,0,59.02976964949893
811,19,F,Salima,Android,TNM,4,191,B,3.0,1,48.5315903862379
812,56,M,Salima,Android,Airtel,4,298,B,3.0,1,45.5297788196862
813,60,M,Kasungu,Android,TNM,4,273,A,4.0,1,70.31762368431477
814,54,M,Mzuzu,Android,TNM,6,347,A,3.0,1,47.332409032015775
815,35,F,Karonga,Android,Airtel,4,225,A,4.0,1,9.468444468011292
816,38,F,Kasungu,iOS,TNM,5,96,A,4.0,1,38.1955606738873
817,26,M,Blantyre,Android,Airtel,7,344,A,4.0,0,58.547520909415944
818,27,M,Liwonde,Android,Airtel,5,284,B,1.0,1,58.750124069460725
819,64,M,Mangochi,Android,MTL,6,258,B,2.0,0,63.93132686915084
820,28,F,Zomba,Android,TNM,3,216,A,5.0,1,53.60936283662413
821,40,F,Mwanza,Android,TNM,1,136,A,5.0,1,41.319332913528
822,25,M,Lilongwe,Android,TNM,9,377,A,5.0,1,69.81770243208695
823,39,F,Mwanza,Android,TNM,5,292,B,5.0,1,65.66540433873459
824,50,F,Liwonde,Android,Airtel,8,202,A,5.0,0,52.19614705713866
825,40,F,Karonga,Android,TNM,1,231,A,5.0,0,78.5430049592688
826,63,F,Rumphi,Feature Phone,Airtel,6,241,B,4.0,1,30.644953209058002
827,51,F,Liwonde,Android,Airtel,3,259,B,5.0,1,37.13205875599248
828,49,F,Blantyre,Android,Airtel,3,331,A,5.0,1,80.34086171909591
829,47,M,Nkhotakota,Android,Airtel,4,270,A,2.0,1,72.61346421327778
830,30,F,Mzuzu,Android,Airtel,4,405,A,4.0,1,48.73337186982316
831,30,F,Nkhotakota,Android,Airtel,10,382,B,3.0,1,83.60171376485508
832,39,F,Mulanje,Android,Airtel,4,261,B,3.0,1,41.59184536818513
833,37,M,Zomba,Android,TNM,2,203,A,5.0,1,30.84144321009464
834,33,F,Mulanje,Android,Airtel,8,333,B,4.0,1,31.529987541735586
835,33,F,Mchinji,Android,Airtel,6,309,A,3.0,1,68.12849174802085
836,21,M,Zomba,Android,TNM,4,231,A,2.0,1,60.64044864545572
837,30,M,Rumphi,Android,Airtel,3,259,A,2.0,0,34.886463225422034
838,46,M,Karonga,Android,Airtel,3,270,B,3.0,1,16.887212796598348
839,28,M,Mwanza,Android,TNM,4,216,A,2.0,1,35.00784248687147
840,30,M,Karonga,Android,Airtel,4,252,B,4.0,1,37.76789707590831
841,54,F,Mzuzu,Android,Airtel,8,384,B,5.0,1,25.313117408160167
842,29,M,Balaka,Android,TNM,5,399,B,4.0,1,64.03480398367313
843,33,F,Mulanje,Android,Airtel,4,203,A,3.0,1,43.4746506546424
844,50,F,Zomba,Android,TNM,1,254,B,4.0,1,56.871091540798716
845,52,F,Dedza,Android,TNM,4,247,A,2.0,0,65.52009488085416
846,19,M,Karonga,Android,Airtel,2,284,B,5.0,0,30.773692164647642
847,50,F,Mulanje,Android,TNM,4,238,B,3.0,1,45.28693198969595
848,41,M,Salima,Android,Airtel,3,333,B,2.0,1,29.636744290818164
849,56,M,Balaka,Android,TNM,4,262,A,4.0,0,52.770545722094404
850,27,M,Kasungu,Android,Airtel,4,248,A,2.0,1,65.30103387126164
851,49,M,Balaka,iOS,TNM,7,319,A,2.0,1,74.58554219720133
852,32,F,Nkhotakota,Android,TNM,2,223,A,4.0,1,45.9321865426654
853,48,M,Mangochi,Android,Airtel,5,301,B,4.0,1,43.693081853869614
854,34,F,Nkhotakota,Android,Airtel,2,259,A,4.0,1,80.8818532704809
855,56,M,Zomba,Android,Airtel,4,358,B,,0,63.37880637591536
856,43,F,Liwonde,Android,Airtel,4,212,B,4.0,1,37.78018089564611
857,37,F,Salima,iOS,MTL,3,153,B,,1,70.54448871509027
858,50,F,Mulanje,iOS,TNM,6,296,A,5.0,1,14.68475068963788
859,59,M,Mangochi,iOS,TNM,4,295,A,5.0,1,63.20412113959143
860,38,F,Lilongwe,Android,MTL,6,321,A,5.0,1,51.65430478119423
861,53,F,Kasungu,iOS,TNM,6,330,A,,1,26.292347425990286
862,53,M,Karonga,Android,TNM,0,292,B,1.0,1,34.24897062073557
863,43,M,Salima,Android,Airtel,4,163,B,5.0,1,31.804531913123974
864,41,M,Mchinji,Android,TNM,1,362,B,3.0,1,46.502767286466366
865,58,M,Thyolo,Android,TNM,1,248,A,5.0,1,72.24584899783456
866,46,M,Ntcheu,Android,TNM,8,325,A,3.0,1,22.2232154722917
867,24,F,Karonga,Android,Airtel,5,209,B,5.0,0,26.89820449663962
868,55,F,Mzuzu,Android,Airtel,9,441,A,5.0,0,20.094678799971504
869,51,M,Nkhotakota,Android,Airtel,2,208,A,4.0,0,95.6468467645313
870,18,M,Salima,Android,TNM,2,160,B,,1,88.44449120538906
871,58,M,Mulanje,Android,Airtel,4,240,A,3.0,0,66.16627861993841
872,48,F,Mulanje,Android,Airtel,7,300,B,4.0,1,20.042826139254153
873,60,M,Rumphi,KaiOS,Airtel,5,225,B,4.0,0,5.485333252222198
874,22,F,Zomba,Android,TNM,4,277,A,3.0,0,44.67574099187017
875,50,M,Mulanje,Android,Airtel,3,254,B,5.0,1,77.7526176156809
876,55,F,Thyolo,Android,TNM,4,158,A,3.0,1,53.39889422102966
877,34,M,Zomba,Android,Airtel,5,211,A,1.0,1,36.594188391011016
878,48,F,Rumphi,Android,MTL,4,344,B,4.0,1,56.388705458436
879,52,F,Liwonde,Android,Airtel,2,87,B,5.0,1,54.860982806937024
880,18,F,Liwonde,Android,Airtel,4,213,B,3.0,0,52.86169874055989
881,63,M,Rumphi,Android,MTL,1,120,A,3.0,1,65.36388256211696
882,26,M,Chitipa,Android,TNM,4,229,B,3.0,1,52.975214666713924
883,30,F,Mwanza,Android,Airtel,2,293,B,3.0,1,65.571457945557
884,35,M,Lilongwe,Android,Airtel,7,334,B,4.0,0,42.77825673226261
885,60,M,Blantyre,Android,TNM,1,182,A,5.0,0,75.80361277557206
886,62,M,Blantyre,Android,Airtel,9,445,B,4.0,1,33.3427344969093
887,20,F,Nkhotakota,Android,Airtel,4,267,B,4.0,1,51.7730166315738
888,20,F,Nkhotakota,Android,Airtel,7,278,B,2.0,1,55.04241003305469
889,25,M,Mzuzu,Android,Airtel,8,283,A,4.0,1,46.127952079852015
890,62,F,Rumphi,Android,Airtel,4,235,B,4.0,1,44.257402875402576
891,22,M,Zomba,Android,TNM,4,210,A,4.0,0,28.934533987596627
892,18,M,Liwonde,Android,Airtel,7,332,B,3.0,1,62.81013363914185
893,21,M,Nsanje,Android,TNM,3,182,B,3.0,1,61.04249169459686
894,46,M,Lilongwe,Android,Airtel,6,384,A,3.0,1,39.50281079351131
895,49,M,Nsanje,Android,Airtel,5,323,A,,1,21.004047821159276
896,18,F,Zomba,Android,Airtel,2,210,A,4.0,1,47.32681229234367
897,34,M,Mzuzu,Android,Airtel,3,380,A,3.0,1,12.93946935048961
898,56,M,Thyolo,Android,Airtel,4,251,A,5.0,0,90.4588415261317
899,19,M,Lilongwe,Android,TNM,7,493,A,5.0,1,43.559822862924364
900,33,F,Thyolo,Android,MTL,7,310,B,5.0,0,33.21420926583042
901,60,F,Balaka,Android,Airtel,2,248,A,3.0,1,19.62030832889171
902,41,M,Kasungu,Android,TNM,8,215,A,5.0,1,66.99368049856758
903,32,F,Salima,Android,TNM,4,238,B,5.0,1,68.67524150499838
904,43,M,Liwonde,Android,TNM,4,212,A,3.0,0,43.33920448522162
905,22,F,Thyolo,Android,TNM,5,179,B,5.0,1,57.129542093389844
906,46,M,Mchinji,Android,Airtel,4,181,B,3.0,1,48.134786689164706
907,48,M,Mwanza,Android,Airtel,2,247,B,5.0,1,60.11077753806416
908,31,F,Lilongwe,Android,Airtel,7,523,A,1.0,0,31.169321594645133
909,60,M,Balaka,Android,Airtel,4,265,B,4.0,1,58.36097936842773
910,44,M,Mulanje,Android,Airtel,0,278,A,3.0,0,72.0568142146709
911,54,M,Nsanje,Android,Airtel,5,270,B,3.0,0,54.6286169930492
912,43,F,Balaka,Android,Airtel,7,263,A,4.0,1,29.62390029350103
913,40,F,Nkhotakota,Android,TNM,2,256,A,4.0,1,28.70919793150177
914,43,F,Zomba,iOS,TNM,5,160,A,4.0,1,33.337444378521525
915,59,F,Chikhwawa,Android,TNM,1,91,A,3.0,1,79.41429779933716
916,49,F,Blantyre,Android,TNM,9,391,A,3.0,1,52.32177336623528
917,62,F,Mchinji,Android,Airtel,7,281,B,4.0,1,39.72805899129315
918,40,M,Karonga,Android,TNM,0,238,B,3.0,1,44.85217450404494
919,19,M,Salima,Android,Airtel,2,226,B,4.0,0,32.269023398207956
920,34,M,Rumphi,Android,Airtel,5,192,A,4.0,1,84.38151551334228
921,48,F,Mchinji,iOS,Airtel,4,281,B,3.0,0,59.76192003407675
922,30,M,Blantyre,Android,Airtel,6,399,A,4.0,1,52.76909365951987
923,37,M,Thyolo,Android,Airtel,4,247,B,4.0,1,66.50894997978473
924,44,F,Karonga,Android,TNM,4,361,B,4.0,1,51.68346734057048
925,41,F,Mulanje,iOS,TNM,4,247,B,3.0,1,74.66513863439974
926,49,F,Chitipa,Android,TNM,3,197,B,4.0,0,46.16575741010476
927,28,F,Karonga,Android,Airtel,4,182,B,4.0,1,28.07766922805143
928,64,F,Chitipa,Android,TNM,1,268,A,4.0,1,73.09453439470406
929,59,M,Ntcheu,Android,Airtel,4,178,A,5.0,1,31.602036591076928
930,56,F,Mzuzu,Android,TNM,7,531,B,2.0,0,30.50934591810534
931,59,M,Ntcheu,iOS,Airtel,7,212,A,3.0,1,40.288197759099816
932,22,F,Karonga,Android,Airtel,6,274,A,4.0,0,34.990352224405385
933,41,F,Rumphi,Android,Airtel,0,198,B,4.0,1,46.61981939877778
934,56,F,Mwanza,Android,Airtel,3,172,B,3.0,1,53.659819692779706
935,50,M,Chikhwawa,Android,TNM,4,277,B,3.0,1,27.266137621583695
936,45,M,Mulanje,Android,MTL,4,167,B,5.0,1,66.37097432879997
937,53,F,Mzuzu,Android,TNM,7,365,B,4.0,1,99.45999853536173
938,19,F,Chikhwawa,Android,TNM,4,258,A,4.0,0,106.14911664098688
939,51,F,Blantyre,Android,TNM,14,383,B,,1,77.36771596830587
940,48,F,Blantyre,Android,TNM,8,332,A,2.0,1,26.20482510391769
941,50,F,Mangochi,Android,Airtel,5,248,A,4.0,1,55.287238559163654
942,32,F,Liwonde,Android,MTL,7,282,A,2.0,0,37.554978976045504
943,60,M,Chitipa,Android,TNM,0,226,A,5.0,1,64.88371837483547
944,36,F,Lilongwe,Android,TNM,6,268,B,4.0,1,53.38806149824139
945,23,M,Thyolo,Android,TNM,4,60,B,4.0,0,27.722206940709043
946,58,M,Rumphi,Android,Airtel,0,137,B,4.0,1,45.32184029110211
947,31,M,Mzuzu,Android,TNM,10,439,B,,1,114.70940406170571
948,21,M,Mangochi,Android,Airtel,3,265,A,3.0,1,56.01652014091183
949,34,M,Salima,Android,Airtel,2,230,B,,1,57.92572621484628
950,42,M,Karonga,Android,Airtel,0,126,A,4.0,1,66.51705339655419
951,45,M,Nsanje,Android,Airtel,3,259,A,4.0,1,73.49595386763262
952,51,M,Balaka,iOS,TNM,6,304,A,3.0,1,75.31045842837081
953,63,M,Dedza,Android,MTL,4,262,B,4.0,0,57.24901737251221
954,26,M,Ntcheu,Android,Airtel,4,280,A,3.0,1,74.74443285768767
955,32,F,Mwanza,Android,Airtel,3,246,B,2.0,1,46.876121998056085
956,38,M,Chitipa,Android,Airtel,8,311,B,1.0,1,33.09666004319923
957,43,M,Rumphi,Android,TNM,4,312,A,5.0,0,59.439061127757796
958,56,M,Lilongwe,Android,Airtel,7,553,B,3.0,1,69.56116940757583
959,23,F,Nsanje,Android,TNM,6,314,B,4.0,1,64.83704053133171
960,24,M,Kasungu,Android,Airtel,4,258,B,3.0,0,56.79057574808432
961,61,M,Mchinji,Android,TNM,5,231,B,,1,51.256306807112665
962,33,M,Lilongwe,iOS,TNM,7,483,B,4.0,1,35.38780917237144
963,26,M,Salima,Android,Airtel,4,323,B,5.0,1,52.975191158962865
964,20,M,Mzuzu,Android,Airtel,13,366,B,4.0,1,40.537851732789555
965,44,F,Kasungu,Android,Airtel,7,301,B,2.0,1,62.56589438175213
966,64,M,Nsanje,Android,Airtel,0,260,A,2.0,1,61.65531061737083
967,19,F,Liwonde,Android,TNM,1,260,B,4.0,1,57.365043250785554
968,41,M,Rumphi,Android,Airtel,6,247,A,2.0,1,58.242218889486864
969,18,M,Karonga,Android,TNM,3,358,B,5.0,0,65.39142496900881
970,34,M,Mchinji,Android,Airtel,3,180,B,2.0,1,74.64567659021662
971,34,M,Liwonde,Android,Airtel,4,276,A,4.0,1,83.95578381471378
972,20,M,Chikhwawa,Android,Airtel,4,339,A,5.0,1,51.033314714048196
973,59,M,Lilongwe,Android,Airtel,7,466,A,,1,55.769191240923966
974,57,F,Karonga,Android,TNM,3,142,A,4.0,0,22.357695241137755
975,43,M,Balaka,Android,Airtel,2,237,A,5.0,0,4.760993904929485
976,23,F,Salima,Android,Airtel,8,256,A,3.0,1,40.0927074642011
977,29,F,Ntcheu,Android,Airtel,3,328,B,4.0,1,68.41597705511904
978,59,M,Chikhwawa,Android,Airtel,6,251,A,1.0,1,83.78933153332295
979,42,M,Mangochi,Android,TNM,4,243,B,4.0,1,36.77829741692487
980,42,M,Mzuzu,Android,Airtel,14,438,A,3.0,0,64.46045807460344
981,34,F,Liwonde,Android,Airtel,7,274,A,4.0,1,46.054198217598625
982,50,M,Karonga,Android,Airtel,4,257,A,5.0,1,27.144186100071984
983,55,M,Chikhwawa,KaiOS,Airtel,3,116,A,3.0,1,79.29759829247594
984,37,M,Balaka,Android,MTL,3,287,A,4.0,1,78.1482583592985
985,20,F,Dedza,Android,Airtel,2,273,B,2.0,1,75.61707206205838
986,22,M,Rumphi,Android,Airtel,4,350,A,4.0,0,60.529236268237355
987,32,M,Chitipa,Android,TNM,8,349,B,,1,48.60045659308752
988,19,F,Chikhwawa,Android,Airtel,5,248,B,5.0,1,55.13370461782957
989,52,M,Chitipa,Android,Airtel,4,262,B,,1,38.78917839744453
990,55,F,Zomba,Android,TNM,9,309,A,5.0,0,40.264814402786186
991,31,M,Mangochi,Android,TNM,5,310,A,5.0,1,57.521525880159594
992,61,M,Chitipa,Android,TNM,6,203,A,4.0,0,50.608831188562945
993,35,M,Mangochi,Android,MTL,1,303,A,4.0,0,30.77183373036381
994,62,F,Liwonde,Android,TNM,5,292,A,4.0,1,72.12930108730198
995,55,F,Karonga,Android,TNM,8,269,B,2.0,1,76.42607398403575
996,47,M,Mzuzu,Android,Airtel,6,414,B,5.0,1,36.90870116808539
997,28,F,Lilongwe,Android,TNM,4,469,A,4.0,1,50.95612186766915
998,26,M,Ntcheu,KaiOS,Airtel,4,300,A,3.0,1,59.01540834372532
999,36,M,Mulanje,Android,Airtel,4,276,A,1.0,1,29.28804050440148
1000,52,M,Lilongwe,Android,Airtel,9,477,A,4.0,0,34.49034702631173
1001,59,F,Mwanza,iOS,Airtel,4,180,A,,1,69.27741037998811
1002,50,F,Mulanje,Android,Airtel,4,289,B,3.0,1,20.1652138491727
1003,30,M,Salima,Android,Airtel,3,197,A,4.0,1,63.947866523905574
1004,33,F,Ntcheu,Feature Phone,TNM,4,152,A,2.0,1,41.57794455676336
1005,59,M,Mzuzu,Android,MTL,7,367,B,3.0,1,40.20111958052075
1006,45,M,Mwanza,Android,TNM,4,204,B,3.0,1,60.77554253837899
1007,62,F,Liwonde,Android,Airtel,1,145,B,3.0,1,71.68233091809813
1008,37,M,Mangochi,Android,TNM,1,290,A,5.0,0,53.772246839500234
1009,25,M,Liwonde,Android,Airtel,2,139,B,5.0,1,39.19971322859875
1010,62,F,Zomba,Android,Airtel,7,178,B,5.0,1,40.233844265770166
1011,21,F,Zomba,Android,Airtel,1,81,A,2.0,0,31.647680217873358
1012,41,F,Rumphi,Android,Airtel,4,321,A,3.0,0,44.37953605447891
1013,41,M,Mchinji,Android,TNM,6,276,B,3.0,1,25.63112776223982
1014,34,M,Karonga,Android,Airtel,4,215,A,3.0,1,28.122014198263862
1015,39,M,Nsanje,Android,Airtel,4,196,B,3.0,1,17.34687986905943
1016,20,M,Mangochi,Android,Airtel,8,279,A,5.0,1,63.657822153460174
1017,19,M,Kasungu,Android,Airtel,4,154,A,4.0,1,71.68322033909732
1018,30,F,Mchinji,KaiOS,Airtel,3,259,A,3.0,1,58.600270476227095
1019,56,F,Mangochi,Android,TNM,6,252,B,,1,67.13656019188826
1020,58,F,Karonga,Android,Airtel,6,145,B,3.0,1,51.59752108540451
1021,41,F,Mwanza,Android,Airtel,3,326,A,4.0,1,73.69487797413362
1022,23,M,Zomba,Android,TNM,8,278,A,3.0,1,54.35026991877571
1023,46,F,Lilongwe,Android,TNM,3,339,A,4.0,0,43.221829086483325
1024,52,F,Mchinji,Android,Airtel,8,290,A,2.0,1,13.799137549439635
1025,38,M,Mchinji,Android,TNM,2,211,A,2.0,1,78.5947053238014
1026,19,M,Mulanje,Android,Airtel,4,192,B,2.0,0,45.11340311975022
1027,60,M,Nkhotakota,Android,Airtel,3,234,A,5.0,1,33.8347234986615
1028,60,F,Dedza,Android,Airtel,4,316,A,4.0,1,61.49123435073431
1029,47,M,Salima,Android,Airtel,3,154,B,4.0,1,33.66207823643721
1030,34,M,Rumphi,Android,Airtel,4,213,B,3.0,1,70.95038786424941
1031,51,M,Mchinji,Android,TNM,4,281,B,3.0,1,56.4635575903241
1032,39,M,Mchinji,Android,TNM,8,294,B,5.0,0,64.36124087674405
1033,54,F,Mulanje,Android,Airtel,2,218,B,4.0,1,44.35375916150141
1034,62,M,Zomba,Android,Airtel,5,147,B,4.0,1,62.751602755636235
1035,48,F,Mzuzu,Android,Airtel,3,242,A,5.0,1,71.59035884096717
1036,48,F,Balaka,Android,Airtel,9,335,B,3.0,1,67.21820209082925
1037,24,M,Salima,Android,TNM,3,314,A,5.0,1,47.50487283221793
1038,23,M,Salima,iOS,TNM,1,318,B,3.0,1,58.72610141593583
1039,51,M,Zomba,iOS,Airtel,5,336,B,4.0,1,75.0332309094667
1040,49,F,Mulanje,Android,Airtel,4,272,B,2.0,1,35.53389901678759
1041,34,F,Chikhwawa,Android,TNM,7,201,A,,1,64.9171089229423
1042,37,M,Chikhwawa,Android,TNM,8,242,B,3.0,1,28.578555862570813
1043,27,M,Mzuzu,Android,Airtel,7,364,B,2.0,1,43.50298481740467
1044,60,M,Karonga,Android,Airtel,5,291,B,3.0,1,74.67574553919209
1045,57,F,Rumphi,Android,Airtel,4,280,A,3.0,1,63.08459012993475
1046,43,F,Chikhwawa,Android,TNM,2,204,A,4.0,1,69.32185710712642
1047,47,M,Mwanza,Android,Airtel,8,280,B,5.0,0,23.34362739321238
1048,48,F,Thyolo,Android,TNM,4,296,A,3.0,1,66.88807259913705
1049,62,M,Zomba,Android,Airtel,4,282,B,4.0,0,75.17522479520137
1050,30,F,Chitipa,Android,TNM,6,301,B,3.0,1,34.21464133529123
1051,53,M,Mulanje,Android,TNM,5,276,A,5.0,1,61.14369631735584
1052,54,M,Chikhwawa,Android,Airtel,4,282,A,3.0,1,67.73905214946343
1053,53,F,Karonga,Android,TNM,3,256,A,,0,19.654922788557894
1054,55,F,Nkhotakota,Android,Airtel,8,215,B,4.0,1,54.81329371714571
1055,54,F,Mwanza,Android,Airtel,4,228,B,4.0,1,28.312963944516056
1056,50,M,Salima,Android,Airtel,2,248,B,2.0,1,29.276471964484088
1057,27,M,Chitipa,Android,Airtel,2,214,B,4.0,1,31.08021107387514
1058,43,M,Nkhotakota,iOS,Airtel,2,171,A,3.0,1,15.168431478712904
1059,29,F,Chikhwawa,Android,TNM,3,305,A,3.0,0,69.13613254951723
1060,37,F,Chikhwawa,iOS,Airtel,2,272,A,4.0,1,80.70374023735135
1061,48,F,Rumphi,Android,Airtel,4,277,B,4.0,0,37.083750944839984
1062,24,F,Rumphi,Android,Airtel,4,295,B,5.0,0,53.9150819340931
1063,32,M,Rumphi,Android,Airtel,5,150,B,3.0,1,42.972210641704166
1064,40,F,Chitipa,Android,TNM,5,215,B,3.0,1,47.41437373164471
1065,60,F,Rumphi,Android,TNM,2,138,B,5.0,1,59.273970560350506
1066,53,F,Nkhotakota,Android,Airtel,0,294,A,4.0,0,50.24686808241964
1067,57,F,Dedza,Android,Airtel,3,239,A,1.0,0,66.22994042956584
1068,21,F,Kasungu,Android,Airtel,7,249,A,2.0,1,52.35247968149685
1069,59,F,Ntcheu,Android,TNM,4,315,A,5.0,1,40.747105162374034
1070,35,M,Mwanza,Android,TNM,4,233,A,3.0,1,98.38800312953728
1071,59,F,Lilongwe,iOS,Airtel,10,329,B,4.0,1,76.69493716668887
1072,59,M,Mzuzu,Android,Airtel,7,517,B,4.0,0,59.281205342746375
1073,18,M,Mwanza,Android,MTL,2,177,A,4.0,1,73.13460830511822
1074,61,F,Mulanje,Android,Airtel,6,225,B,5.0,0,30.378929394706063
1075,30,M,Karonga,Android,Airtel,3,257,A,4.0,1,52.7629511273515
1076,26,F,Kasungu,Android,MTL,2,299,A,3.0,1,59.60762236042409
1077,50,M,Rumphi,iOS,Airtel,3,284,B,4.0,1,87.23829756300346
1078,39,F,Nkhotakota,Android,Airtel,4,270,A,3.0,1,36.2753199719123
1079,24,F,Salima,Android,TNM,5,229,B,5.0,1,87.07763232677554
1080,52,M,Zomba,Android,TNM,7,278,A,4.0,1,10.581778226806279
1081,43,M,Mangochi,Android,TNM,1,168,A,4.0,0,75.99001534013175
1082,53,F,Blantyre,Android,Airtel,8,326,B,2.0,1,76.92187104886547
1083,41,M,Nkhotakota,Android,Airtel,5,262,A,3.0,1,60.13272909818006
1084,20,M,Mwanza,Feature Phone,Airtel,3,292,A,3.0,1,74.65295008763688
1085,61,M,Nsanje,Android,TNM,4,302,B,,1,65.15468228419807
1086,37,M,Karonga,Android,TNM,7,273,B,4.0,0,83.38493884753001
1087,63,M,Liwonde,Android,Airtel,1,255,B,1.0,1,53.24997020498177
1088,25,F,Mulanje,Android,Airtel,7,314,B,3.0,1,48.89830490765842
1089,31,F,Balaka,Android,Airtel,2,313,A,3.0,1,42.43612629785417
1090,53,M,Mzuzu,Android,Airtel,3,426,A,3.0,1,60.85510374900476
1091,34,M,Rumphi,Android,TNM,2,260,A,4.0,1,54.12259936462148
1092,51,M,Liwonde,Android,Airtel,7,234,B,3.0,1,34.64985926652379
1093,34,M,Nkhotakota,Android,TNM,5,107,B,2.0,1,41.05551280644953
1094,45,M,Salima,Android,TNM,4,199,B,3.0,1,55.662989910368374
1095,56,F,Chitipa,Android,Airtel,4,243,B,3.0,1,36.72220988773667
1096,62,F,Mzuzu,Feature Phone,Airtel,4,356,A,,0,67.28228784099946
1097,32,F,Mchinji,Android,Airtel,7,208,A,4.0,1,59.33498468240575
1098,21,F,Ntcheu,Android,TNM,3,320,A,3.0,1,80.94638043407282
1099,54,M,Karonga,Android,TNM,6,115,A,3.0,1,89.4624933157308
1100,55,M,Salima,Android,Airtel,4,248,B,3.0,1,70.3559193807192
1101,35,F,Kasungu,Android,Airtel,4,264,B,3.0,1,34.484280213748
